[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
0.6 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.6 28 -1.81903 3.77354 -0.667804 0.0120839 0.0223685 0.0133412 0.185614 0.251094 0.076528 0.952423 
0.6 29 112.694 1.52104 1.79856 0.0554179 0.0572006 0.000981285 0.335587 0.339514 0.331613 0.214481 
0.6 30 -18.0888 2.82484 2.85755 0.249915 0.166422 -0.153915 0.645241 0.85749 0.312065 0.931427 
0.65 0 -7.7966 -0.316441 -0.301504 0.56756 0.272044 0.357716 0.916299 1.2703 0.256011 0.979481 
0.65 1 139.751 -0.621902 -1.29898 0.0574183 0.0579689 -0.00225578 0.339687 0.346312 0.33293 0.275306 
0.65 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.65 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
