[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]mu_z	 [7]M20	 [8]M02	 [9]M11	 [10]a	 [11]b	 [12]c	 [13]e 
23.44 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 22 0.0578594 6.60708 -0.0189018 3.4619 0.0408541 0.0126026 0.0072822 0.231207 0.291961 0.147214 0.863573 
23.44 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 35 0.0071113 6.75013 -0.00618033 4.45191 0.00245947 0.0014741 0.00135679 0.0627182 0.0825864 0.0323516 0.92008 
23.44 36 0.00341238 7.03418 -0.0205078 4.2653 0 0.000420465 0 0.0205052 0.0289988 0 1 
23.44 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 50 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 51 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 52 0.000176048 7.15723 0.0205078 3.75293 0 0 0 0 0 0 -nan 
23.44 53 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 54 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 55 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 56 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 57 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 58 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 60 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 62 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 64 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 65 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 66 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.44 67 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 0 0.789063 6.53912 -0.000666119 3.90944 0.0127029 0.0119271 0.00187821 0.156939 0.168718 0.144202 0.519131 
23.46 1 0.835907 7.47426 -0.000218536 4.4054 0.0118928 0.0112651 0.000252108 0.152177 0.1548 0.149509 0.259222 
23.46 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 23 0.0593687 6.59587 -0.0193112 3.47287 0.0422469 0.0119657 0.00693118 0.232836 0.295831 0.1446 0.8724 
23.46 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 38 0.00785776 6.74404 -0.00803296 4.45672 0.00271107 0.00136071 0.00123181 0.0638105 0.082953 0.0355295 0.903632 
23.46 39 0.00533037 7.03418 -0.0205078 4.24466 7.88861e-31 0.00111683 -3.16148e-32 0.033419 0.0472617 0 1 
23.46 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 50 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 51 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 52 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 53 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 54 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 55 0.00017271 7.15723 0.0205078 3.75293 0 1.97215e-31 0 4.44089e-16 6.28037e-16 0 1 
23.46 56 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 57 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 58 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 60 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 62 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 64 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 65 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 66 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 67 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 68 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 69 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 70 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.46 71 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 0 0.796046 6.53553 -0.000815812 3.91696 0.0128387 0.0120093 0.00179825 0.157633 0.168935 0.145455 0.508584 
23.48 1 0.835662 7.47478 -0.000217558 4.40562 0.0118953 0.0112659 0.000249701 0.152188 0.154805 0.149525 0.258944 
23.48 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 25 0.0593791 6.5707 -0.0199422 3.47858 0.0413191 0.010468 0.00507973 0.227568 0.290289 0.138947 0.878006 
23.48 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 41 0.00799151 6.74822 -0.00852298 4.46155 0.00289598 0.00142391 0.00133831 0.0657259 0.0858756 0.0355692 0.910188 
23.48 42 0.0071953 7.03418 -0.0205078 4.26418 0 0.00207654 0 0.0455691 0.0644444 0 1 
23.48 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 50 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 51 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 52 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 53 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 54 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 55 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 56 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 57 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 58 0.000169139 7.15723 0.0205078 3.75293 0 1.97215e-31 0 4.44089e-16 6.28037e-16 0 1 
23.48 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 60 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 62 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 64 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 65 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 66 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 67 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 68 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 69 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 70 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 71 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 72 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.48 73 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 0 0.788388 6.53364 -0.000743359 3.92209 0.0127382 0.0118419 0.00182219 0.15678 0.168324 0.144316 0.514703 
23.5 1 0.835395 7.47529 -0.000216681 4.40585 0.0118972 0.0112667 0.000247295 0.152197 0.154807 0.149541 0.258604 
23.5 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 20 0.021339 6.77517 -0.0196474 3.46036 0.0152448 0.0247512 0.0184495 0.19999 0.279463 0.0434986 0.987812 
23.5 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 22 0.0360443 6.43686 -0.0205078 3.49168 0.0141247 0.00140116 5.31542e-05 0.124603 0.168077 0.0529327 0.949115 
23.5 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 37 0.00812824 6.75018 -0.00827926 4.47044 0.00312116 0.00164364 0.00157736 0.0690275 0.0908206 0.0357941 0.91906 
23.5 38 0.00862206 7.03987 -0.0205078 4.28443 0.000200886 0.00429302 0.000709321 0.0670366 0.0939413 0.012761 0.990731 
23.5 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 50 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 51 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 52 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 53 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 54 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 55 0.000165349 7.15723 0.0205078 3.75293 0 0 0 0 0 0 -nan 
23.5 56 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 57 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 58 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 60 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 62 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 64 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 65 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 66 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 67 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 68 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 69 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 70 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.5 71 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 0 0.793453 6.53159 -0.000590263 3.92692 0.0128742 0.0119437 0.00166483 0.157537 0.168152 0.146153 0.494512 
23.52 1 0.835168 7.47698 -0.0003242 4.40639 0.0118742 0.0112823 0.000270138 0.152173 0.154783 0.149516 0.258647 
23.52 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 21 0.0575166 6.55896 -0.0202106 3.48807 0.0417786 0.0109406 0.00412564 0.229607 0.290933 0.14421 0.868505 
23.52 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 37 0.00841612 6.74995 -0.00826145 4.47065 0.00311852 0.00164295 0.00157311 0.0690033 0.0907552 0.0358666 0.918595 
23.52 38 0.0100875 7.04406 -0.0205078 4.2946 0.000307624 0.00452788 0.000936482 0.0695378 0.097225 0.014775 0.988385 
23.52 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 50 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 51 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 52 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 53 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 54 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 55 0.000161341 7.15723 0.0205078 3.75293 0 0 0 0 0 0 -nan 
23.52 56 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 57 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 58 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 60 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 62 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
23.52 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan -nan 
